artist_name_rollup,sony_flag,parent_genre,catalog_growth_rate,catalog_momentum_pctile,release_momentum_avg_pct_change,release_momentum_pctile,instagram_1m_growth_rate,ig_growth_pctile,tiktok_1m_growth_rate,tiktok_growth_pctile,ig_engagement_rate,ig_engagement_pctile,tiktok_like_to_view_ratio,tiktok_engagement_pctile,lean_forward_%,lean_forward_pct_pctile,lf_streams_per_listener,lf_streams_per_listener_pctile,core_streaming_age,core_streaming_age_pctile,core_socials_age,core_socials_age_pctile,kpi_count,normalized_score,overall_percentile,overall_rating
Joey Valence & Brae,Y,Hip-Hop & Rap,-0.037936762318760836,36.0,0.07588000583727622,38.0,-0.000824287009891123,33.0,0.0909091010689735,95.0,0.0428200568651877,64.0,0.0934735706580367,41.0,0.76,86.0,12.6,97.0,27.7930765615423,56.0,20.2064836963881,75.0,10,62.1,80.0,Very Strong
Latto,Y,Hip-Hop & Rap,0.34968271555744973,94.0,-0.3286683861897022,16.0,0.0171438008546829,83.0,0.0192307997494936,80.0,0.0931348400363983,86.0,0.118124528301887,65.0,0.6,39.0,3.56,42.0,28.1901815150159,53.0,24.3899637495576,64.0,10,62.2,80.0,Very Strong
SZA,Y,R&B,-0.024174930390223996,44.0,,,0.00177398999221623,55.0,0.00887812953442335,69.0,0.039556863329212,60.0,0.131841436931797,73.0,0.61,43.0,7.78,89.0,21.8549236646313,92.0,25.2055898247595,35.0,9,62.22222222222222,80.0,Very Strong
kwn,Y,R&B,-0.014527618659819387,49.0,-0.14444121925631984,25.0,0.0260138008743525,88.0,0.0198701005429029,81.0,0.0739160640084411,81.0,0.14427512429774,82.0,0.53,20.0,6.37,81.0,24.2596513164045,77.0,25.2324861319567,34.0,10,61.8,79.0,Strong
Rod Wave,Y,Hip-Hop & Rap,-0.03351660664008502,39.0,0.05484037608408868,38.0,-0.00309309992007911,7.0,0.0,30.0,0.0836114986434937,84.0,0.152578694223534,86.0,0.71,74.0,16.65,98.0,21.5218059334582,95.0,24.585412530228,55.0,10,60.6,79.0,Strong
Fuerza Regida,Y,Latin,0.006060777790908914,61.0,0.2758402951886322,52.0,0.000949319975916296,50.0,0.0131579004228115,75.0,0.0216136923189821,36.0,0.112490870079307,60.0,0.59,35.0,14.3,98.0,22.0018736626275,87.0,24.5634550279074,56.0,10,61.0,79.0,Strong
"Tyler, The Creator",Y,Hip-Hop & Rap,-0.09764522025072794,18.0,-0.836948461011366,3.0,,,,,0.0705508858355249,79.0,,,0.73,79.0,9.05,92.0,21.6787474080398,94.0,24.5123519529656,59.0,7,60.57142857142857,78.0,Strong
Thornhill,N,Rock,0.003168783261228795,58.0,1.5372045531942935,80.0,0.0170351006090641,83.0,0.00520833022892475,61.0,0.0454564725234659,66.0,0.105740987983979,51.0,,,,,,,25.7900386201272,25.0,7,60.57142857142857,78.0,Strong
Moneybagg Yo,N,Hip-Hop & Rap,0.0448801679165267,76.0,,,0.0128383999690413,80.0,0.0,30.0,0.106530827247741,88.0,0.111951114418896,59.0,,,,,,,25.4565231734455,29.0,6,60.333333333333336,78.0,Strong
Shawny Binladen,Y,Hip-Hop & Rap,0.05161294765840221,78.0,0.4085088313536615,59.0,,,,,0.0302260684162669,48.0,,,0.88,99.0,3.6,43.0,27.5786802030457,61.0,25.3657868327572,31.0,7,59.857142857142854,77.0,Strong
Zach Bryan,N,Country,0.007435075379513748,61.0,34.0706652063333,94.0,0.00251175998710096,60.0,0.0,30.0,0.0201442727869057,34.0,0.124325993002675,67.0,,,,,,,20.1901162927741,76.0,7,60.285714285714285,77.0,Strong
Sasha Keable,Y,R&B,-0.3304229254811609,3.0,0.4136513045940609,59.0,0.0314719006419182,89.0,0.0479087010025978,91.0,0.0955256831266271,87.0,0.178131291461764,94.0,0.53,20.0,9.24,93.0,30.5203301237231,45.0,29.0,16.0,10,59.7,76.0,Strong
Aliyah's Interlude,Y,Hip-Hop & Rap,-0.035109576063641436,38.0,0.17440744395927235,45.0,0.000381020014174283,45.0,0.0,30.0,0.0478917940884215,68.0,0.201935867540963,97.0,0.65,58.0,2.61,23.0,21.4366430503895,98.0,19.8588916893064,94.0,10,59.6,76.0,Strong
Arima Ederra,Y,R&B,4.696798904979353,99.0,1.6854079216566416,81.0,0.0871974974870682,98.0,1.08140003681183,100.0,0.0526548346711834,72.0,0.00211223396472215,0.0,0.55,25.0,8.07,90.0,37.5063104168669,22.0,31.910830917065,9.0,10,59.6,76.0,Strong
NOAH NOAH,Y,Pop,0.08019441069258809,85.0,0.11357217184480452,41.0,-0.00226715998724103,11.0,0.0,30.0,0.011304163228518,26.0,0.191499068901304,95.0,0.86,98.0,3.04,30.0,22.5918815139879,81.0,19.9055090890179,92.0,10,58.9,75.0,Strong
Skye Newman,Y,Pop,0.16921620720937552,91.0,1.3225826046017313,77.0,0.0724200010299683,96.0,0.0,30.0,0.0305395132300077,49.0,0.0663392441710179,23.0,0.54,22.0,4.69,64.0,24.329426099671,76.0,24.4219619634353,62.0,10,59.0,75.0,Strong
Flo Milli,Y,Hip-Hop & Rap,0.13041645753703204,90.0,0.08070560857503004,39.0,-0.000291216012556106,38.0,0.0,30.0,0.0448976634584311,65.0,0.223304407595154,98.0,0.61,43.0,3.6,43.0,21.7168769848822,94.0,24.5947789192607,54.0,10,59.4,75.0,Strong
BLACKPINK,N,K-Pop,0.05333199058690555,80.0,-0.5250704984103975,9.0,0.00061957398429513,47.0,0.00576922995969653,63.0,0.0176866732358,32.0,0.14166573816156,79.0,,,,,,,19.6676774005328,100.0,7,58.57142857142857,74.0,Strong
Laufey,N,Alternative / Indie,-0.1771874019085183,7.0,0.32744233640642545,54.0,0.0126876002177596,80.0,0.00961538031697273,71.0,0.0782037193056692,82.0,0.125280329237743,69.0,,,,,,,24.8040591227912,49.0,7,58.857142857142854,74.0,Strong
Frank Ocean,N,R&B,0.05577353075431857,81.0,,,0.00291879009455442,62.0,0.0157303009182215,77.0,0.0,3.0,0.14215192028179,80.0,,,,,,,24.8324067013132,48.0,6,58.5,74.0,Strong
Nutso Thugn,Y,Hip-Hop & Rap,0.020260223048327138,69.0,,,-0.00306041003204882,8.0,0.0,30.0,0.0423233841528881,62.0,,,0.78,91.0,3.92,52.0,27.5326450045551,62.0,19.9588388144976,89.0,8,57.875,73.0,Strong
ROSÉ,N,K-Pop,-0.07266502702637213,25.0,,,-0.00134806998539716,23.0,0.00382408988662064,58.0,0.0349839375933252,55.0,0.155623646209386,88.0,,,,,,,19.7036306577455,99.0,6,58.0,73.0,Strong
Megan Maroney,Y,Country,-0.1471583268855507,10.0,0.4011150575476349,58.0,0.0141436001285911,82.0,0.0,30.0,0.0776001817445501,82.0,0.140853822227982,78.0,0.64,54.0,16.81,99.0,27.3546316212993,65.0,25.9106241940782,24.0,10,58.2,73.0,Strong
Three Days Grace,Y,Rock,0.004481626995046551,59.0,-0.15055418107793375,24.0,0.0118177002295852,78.0,0.0118690999224782,75.0,0.00823418792521935,20.0,0.128382554187083,71.0,0.6,39.0,7.0,85.0,27.9688943294949,55.0,20.4667104517591,71.0,10,57.7,72.0,Strong
Midnight Til Morning,N,Pop,-0.005154423632851157,55.0,0.4652282840669278,62.0,0.00404629996046424,64.0,0.0178200006484985,78.0,0.0311463486348325,50.0,0.131601703171007,72.0,,,,,,,28.2399954656025,20.0,7,57.285714285714285,72.0,Strong
Rhyan Douglas,Y,R&B,0.07058659087732376,84.0,,,,,,,0.0361930294906166,57.0,0.0815384615384615,32.0,0.71,74.0,2.45,18.0,27.9569641886118,55.0,20.0361820794556,85.0,7,57.857142857142854,72.0,Strong
Megan Thee Stallion,N,Hip-Hop & Rap,0.012978483184670897,63.0,0.629009402801577,67.0,8.38319028844126e-05,41.0,0.00591715984046459,63.0,0.021665446469971,36.0,0.216049092448039,97.0,,,,,,,25.4807970450787,29.0,7,56.57142857142857,71.0,Strong
Shaboozey,N,Country,0.043573955992755126,76.0,0.6895263728533735,68.0,0.00180643005296588,56.0,0.0,30.0,0.0575500835501437,75.0,0.113957950843944,61.0,,,,,,,25.2550013476241,33.0,7,57.0,71.0,Strong
Tems,Y,Afrobeats,0.04987983981093914,78.0,,,0.00981178972870111,76.0,0.142857000231743,97.0,0.0711010965496172,80.0,0.110189528795812,55.0,0.45,6.0,5.6,73.0,34.2367791056921,32.0,29.0,16.0,9,57.0,71.0,Strong
Suzy Clue,Y,Pop,0.3122813461273587,93.0,-0.2498363231635459,17.0,0.02734399959445,88.0,0.00680272001773119,66.0,0.16046908632079,95.0,0.0926030491247883,40.0,0.49,12.0,4.19,57.0,28.2600928400619,52.0,24.8966113675999,45.0,10,56.5,70.0,Strong
Paco,Y,Hip-Hop & Rap,-0.05778555826845061,28.0,1.851041966270716,83.0,0.0240556001663208,87.0,0.00952380988746881,70.0,0.031905359383402,52.0,0.0945273631840796,42.0,0.66,61.0,3.26,35.0,27.6741975693362,58.0,24.7926429778183,49.0,10,56.5,70.0,Strong
Cage The Elephant,Y,Rock,0.05304595476681552,79.0,,,0.000111189001472667,42.0,0.0199005007743835,81.0,0.028222949428304,47.0,0.0972669567346631,45.0,0.53,20.0,3.83,49.0,25.3780301542464,70.0,20.2414467127471,73.0,9,56.22222222222222,69.0,Solid
Ally Salort,Y,Pop,0.04276385770743074,75.0,0.5872370276761267,66.0,0.00456374976783991,66.0,0.0,30.0,0.00833095444773928,20.0,0.154740937049047,88.0,0.47,9.0,4.79,65.0,27.7813236858906,56.0,20.0354380995644,86.0,10,56.1,69.0,Solid
LISA,Y,K-Pop,-0.048156789870716116,31.0,-0.08567520152366137,30.0,0.000710734981112182,48.0,0.0228137001395226,82.0,0.0358267521382972,55.0,0.12636899747262,70.0,0.62,47.0,5.25,70.0,34.9250423376686,30.0,19.786052617357,96.0,10,55.9,69.0,Solid
Matt Champion,Y,Hip-Hop & Rap,-0.007434521367139416,53.0,,,-0.00207269005477428,13.0,0.0,30.0,0.0552944290840638,74.0,0.297591956841589,100.0,0.66,61.0,3.28,36.0,27.4946512541061,62.0,20.2232172899728,73.0,9,55.77777777777778,68.0,Solid
Giveon,N,R&B,-0.05890202835506772,27.0,0.611937824489175,66.0,0.00375575991347432,63.0,0.0,30.0,0.0448842563948963,65.0,0.142086828279104,79.0,,,,,,,24.4290079105024,61.0,7,55.857142857142854,68.0,Solid
Nemzzz,N,Hip-Hop & Rap,-0.02716385257300801,43.0,0.5279633421587663,64.0,-0.00643240008503199,1.0,0.0,30.0,0.152062422735324,94.0,0.136944787113428,76.0,,,,,,,20.1260836335845,80.0,7,55.42857142857143,68.0,Solid
Sleep Token,Y,Rock,-0.04465119847851104,33.0,-0.14419340857580054,26.0,0.00635802000761032,70.0,0.00854573026299477,68.0,0.0857395285329906,85.0,0.103254166241619,49.0,0.69,69.0,11.03,94.0,33.7602706963519,38.0,28.2599839418007,20.0,10,55.2,67.0,Solid
Luke Combs,Y,Country,0.3401263842197579,94.0,0.1950384766416629,48.0,0.00939088966697454,75.0,0.0149253997951746,76.0,0.0270939771631162,45.0,0.135935871547156,74.0,0.5,14.0,11.39,95.0,38.0845922195868,17.0,30.0663451810521,14.0,10,55.2,67.0,Solid
Alexandra Savior,Y,Alternative / Indie,-0.04559447560855794,32.0,-0.5045074841247681,10.0,,,,,0.0715540040198879,80.0,,,0.78,91.0,3.85,50.0,25.2034634141593,72.0,24.6848209888105,52.0,7,55.285714285714285,67.0,Solid
Jack Harlow,N,Hip-Hop & Rap,0.8348621571052443,98.0,0.13131986068259005,44.0,0.00219391006976366,59.0,0.0,30.0,0.0217218572966347,37.0,0.110889517097161,57.0,,,,,,,24.5153980657159,59.0,7,54.857142857142854,66.0,Solid
Polo G,Y,Hip-Hop & Rap,-0.018887587852045314,48.0,-0.009680645144227588,35.0,-0.00474148988723755,2.0,0.0,30.0,0.0223667365128723,38.0,0.125331721800363,69.0,0.7,72.0,6.72,84.0,21.8827270687018,91.0,20.126267091444,80.0,10,54.9,66.0,Solid
Levent Geiger,Y,Pop,-0.038529140313254974,36.0,-0.010721036610896906,34.0,-0.000884403998497874,32.0,0.0,30.0,0.0374022291339116,58.0,0.0879690374535735,36.0,0.76,86.0,3.49,40.0,17.4056296188958,100.0,19.8068719124645,94.0,10,54.6,65.0,Solid
reggie,Y,Hip-Hop & Rap,0.03138100371301952,73.0,0.7512269708275395,69.0,,,,,,,,,0.61,43.0,3.66,45.0,30.6867040698192,44.0,,,5,54.8,65.0,Solid
Gunna,N,Hip-Hop & Rap,-0.020505452966849188,46.0,0.3795183785135768,57.0,0.00651721004396677,70.0,0.0,30.0,0.0503673327929647,70.0,0.12511091393079,68.0,,,,,,,24.9937762700869,41.0,7,54.57142857142857,65.0,Solid
Pressa,Y,Hip-Hop & Rap,0.04060190497900482,74.0,1.8387258485282336,82.0,0.0023030498996377,59.0,0.00749597977846861,67.0,0.0180406750088602,33.0,0.0643561635469785,21.0,0.75,84.0,2.66,24.0,27.6343905082425,59.0,24.9047634084342,45.0,10,54.8,65.0,Solid
Mitski,N,Alternative / Indie,-0.0931665621896377,20.0,9.34017383590977,89.0,0.00588630978018045,69.0,0.0,30.0,0.0410830215102482,61.0,0.0417472574740963,12.0,,,,,,,19.7371879819774,98.0,7,54.142857142857146,64.0,Solid
Bryson Tiller,Y,R&B,0.01558383252629842,65.0,8.279091581260756,88.0,-0.00197972008027136,15.0,0.0,30.0,0.00565566890962296,14.0,0.16837107833471,92.0,0.57,29.0,6.02,77.0,21.9108060973606,90.0,24.9983408772045,41.0,10,54.1,64.0,Solid
Sierra Ferrell,N,Country,0.02355430012640867,71.0,,,0.0202674996107817,85.0,0.00780936982482672,67.0,0.0386616212410741,59.0,0.091937778803261,39.0,,,,,,,34.4025904946292,6.0,6,54.5,64.0,Solid
Miley Cyrus,Y,Pop,0.18526891362410966,92.0,0.5814354569717871,65.0,0.00130696000996977,53.0,0.0159575007855892,77.0,0.0106895390273919,25.0,0.155499437213195,88.0,0.54,22.0,3.45,39.0,38.43204495324,14.0,24.3985515338292,62.0,10,53.7,63.0,Solid
Lost Kings,Y,Dance & Electronic,-0.08171256083944925,23.0,0.6736317856880926,68.0,0.0103157004341483,77.0,0.0317194983363152,86.0,0.0119715635811324,28.0,0.143068899258853,81.0,0.67,64.0,2.05,9.0,33.5193241597602,39.0,24.3922446324598,63.0,10,53.8,63.0,Solid
Kevin Abstract,Y,Alternative / Indie,0.019781668846559762,69.0,-0.643138136863194,7.0,-0.00213354988954961,13.0,0.00937500037252903,70.0,0.0313825628977321,51.0,0.180519005847953,95.0,0.7,72.0,2.43,18.0,25.1693862191548,73.0,24.1212355278999,69.0,10,53.7,63.0,Solid
1999 WRITE THE FUTURE,N,Hip-Hop & Rap,0.00450555065260811,59.0,,,-0.00131614005658776,24.0,0.0,30.0,0.270860752829692,99.0,,,,,,,,,24.5658112635619,56.0,5,53.6,62.0,Solid
Rex Orange County,Y,Alternative / Indie,-0.014127264720247697,50.0,,,-0.00302696996368468,8.0,0.00550995022058487,62.0,0.0,3.0,0.133844228428398,74.0,0.72,77.0,3.64,44.0,22.2481341900102,82.0,20.1153066659167,81.0,9,53.44444444444444,62.0,Solid
The Marias,N,Alternative / Indie,-0.1469270763208445,11.0,0.2741674642727483,51.0,0.014882399700582,82.0,0.0,30.0,0.195299470969595,98.0,0.101835660998312,47.0,,,,,,,24.5920316906932,54.0,7,53.285714285714285,61.0,Solid
The Strokes,Y,Rock,0.03995847980441125,74.0,,,0.0399371013045311,92.0,0.00161290005780756,53.0,0.0262605162432572,44.0,0.0333050847457627,8.0,0.58,32.0,6.33,81.0,25.4087643909803,69.0,25.6878937934648,26.0,9,53.22222222222222,61.0,Solid
Walter The Producer,Y,Hip-Hop & Rap,-0.09160996662853908,21.0,1.6245339675793031,80.0,-0.0025984700769186,9.0,0.0,30.0,0.0801589476568923,84.0,0.156899109792285,89.0,0.63,51.0,2.68,26.0,25.5097728756854,67.0,20.1803218505803,77.0,10,53.4,61.0,Solid
Wolf Alice,Y,Alternative / Indie,0.0439297115272544,76.0,0.0464885499229292,37.0,0.0132125997915864,80.0,0.00544322980567813,62.0,0.0313656499540216,50.0,0.102524298056156,48.0,0.57,29.0,4.65,64.0,33.5487088869525,38.0,24.8818255304317,47.0,10,53.1,60.0,Solid
Kane Brown,Y,Country,0.19194874064505746,92.0,0.49103957875448917,63.0,0.00519928010180593,68.0,0.0,30.0,0.0502815952140365,70.0,0.0801390437218806,32.0,0.6,39.0,3.98,53.0,39.4885187618362,10.0,20.3739577366983,72.0,10,52.9,60.0,Solid
Alex G,Y,Alternative / Indie,-0.023061343684731506,44.0,-0.2560179005285244,17.0,,,,,0.0524611024350743,72.0,0.0139745447601074,4.0,0.84,97.0,5.81,76.0,24.2925269117548,77.0,25.0865413572319,38.0,8,53.125,60.0,Solid
The Cavemen.,Y,Afrobeats,-0.007331281841372404,54.0,-0.14666707852231337,24.0,0.000500779016874731,46.0,0.0528846010565758,92.0,0.0523643574845213,71.0,0.153915081885896,87.0,0.64,54.0,4.36,60.0,37.4452877925364,22.0,29.0,16.0,10,52.6,59.0,Average
Miguel,Y,R&B,-0.03470757267435698,38.0,34.539883623244386,94.0,0.000831400975584984,49.0,0.0252225007861853,83.0,0.0376006318553825,58.0,0.0247860112496943,5.0,0.52,16.0,5.24,70.0,21.8119753396328,93.0,26.1742442260348,22.0,10,52.8,59.0,Average
Steve Lacy,Y,R&B,0.02296710883383078,71.0,,,-0.00323391007259488,6.0,0.0,30.0,0.0224576892679905,39.0,0.170643679532303,92.0,0.61,43.0,3.87,51.0,21.7196690860395,93.0,24.8332708498169,47.0,9,52.44444444444444,59.0,Average
Lil Uzi Vert,N,Hip-Hop & Rap,-0.08248544723260699,23.0,14.952208887705767,91.0,-0.000423863006290048,37.0,0.0,30.0,0.0622356899670841,77.0,0.0854840427643956,35.0,,,,,,,20.2226154309065,74.0,7,52.42857142857143,58.0,Average
Deante' Hitchcock,Y,Hip-Hop & Rap,0.01847061530826409,67.0,0.8390988085793886,72.0,0.0725608021020889,96.0,0.0,30.0,0.0114766179011078,26.0,0.138481338481338,77.0,0.78,91.0,2.18,12.0,31.1036365699373,41.0,31.4796347711595,12.0,10,52.4,58.0,Average
Deante' Hitchcock,Y,Hip-Hop & Rap,0.01847061530826409,67.0,0.8390988085793886,72.0,0.0725608021020889,96.0,0.0,30.0,0.0114766179011078,26.0,0.138481338481338,77.0,0.78,91.0,2.18,12.0,31.1036365699373,41.0,31.4796347711595,12.0,10,52.4,58.0,Average
Leon Thomas,N,R&B,-0.06150527804172058,27.0,0.8054473957774745,71.0,0.00526147987693548,68.0,0.0,30.0,0.0276832161429754,46.0,0.0890496263652041,36.0,,,,,,,19.9604149858292,88.0,7,52.285714285714285,57.0,Average
Channel Tres,Y,Dance & Electronic,0.5070353137640773,96.0,1.3850902779020453,78.0,0.00179440004285425,56.0,0.0181818008422852,80.0,0.0144700879157745,30.0,0.120705956508037,65.0,0.64,54.0,2.46,19.0,34.0137855312919,34.0,31.7731088892888,11.0,10,52.3,57.0,Average
Bruno Mars,N,Pop,0.1171147509774513,89.0,-0.9999417075284975,0.0,0.0017808600096032,56.0,0.0125786000862718,75.0,0.0420539851851686,62.0,0.0784793590501054,30.0,,,,,,,24.6056980933394,53.0,7,52.142857142857146,56.0,Average
Lil Durk,Y,Hip-Hop & Rap,0.003976806315888559,58.0,0.101330539950382,40.0,-0.000555942999199033,35.0,0.0,30.0,0.0345135057105499,53.0,0.0931021199472066,41.0,0.7,72.0,6.2,78.0,24.4504350045503,75.0,25.0053551173795,40.0,10,52.2,56.0,Average
Angèle,N,Pop,-0.053547434073749865,29.0,,,0.00266275997273624,61.0,0.0476190000772476,91.0,0.0224016124737381,39.0,0.045793576305183,14.0,,,,,,,20.1412498466559,79.0,6,52.166666666666664,56.0,Average
ROSALÍA,Y,Latin,-0.09187241084200275,21.0,337.2200178722165,99.0,0.00216352008283138,58.0,0.0,30.0,0.0244416225531368,41.0,0.106619318181818,51.0,0.64,54.0,7.14,86.0,36.7743080007162,26.0,24.5675905696276,55.0,10,52.1,55.0,Average
Baby J,Y,Pop,3.316642937429749,99.0,18.659061435211406,92.0,0.0182608999311924,84.0,0.186390995979309,98.0,0.0215713784636969,36.0,0.0499194847020934,15.0,0.17,1.0,3.27,35.0,38.426750261233,14.0,24.9198142025238,44.0,10,51.8,55.0,Average
Cameron Winter,N,Alternative / Indie,-0.14834160221864887,10.0,,,0.0609652996063232,94.0,0.0349344983696938,88.0,0.0,3.0,0.0929456625357483,41.0,,,,,,,20.1955742724973,76.0,6,52.0,55.0,Average
Doechii,N,Hip-Hop & Rap,-0.0958462409809388,19.0,,,0.00108359998557717,52.0,0.0,30.0,0.0566985737558492,74.0,0.193477406679764,95.0,,,,,,,25.1333601988045,36.0,6,51.0,54.0,Average
Tyla,Y,Pop,-0.07456733282323914,24.0,1.2110474178414028,74.0,0.00841493997722864,74.0,0.00621117977425456,64.0,0.0510016224208156,71.0,0.137702340992677,76.0,0.42,3.0,3.82,48.0,37.6619938471772,20.0,24.5549929088735,56.0,10,51.0,54.0,Average
Tyler Childers,Y,Country,0.016225091979483613,66.0,0.3789515106311559,56.0,0.000788343022577465,48.0,0.00519873993471265,61.0,0.0377664490158986,59.0,0.15246621697331,85.0,0.6,39.0,4.17,56.0,31.0917449791431,41.0,33.9109313921104,6.0,10,51.7,54.0,Average
Bad Bunny,N,Latin,-0.45670475551005446,1.0,284.02613129995075,98.0,0.0015547500224784,54.0,0.00963854975998402,71.0,0.0,3.0,0.114719157472417,62.0,,,,,,,24.3169094424892,66.0,7,50.714285714285715,53.0,Average
Don Toliver,N,Hip-Hop & Rap,-0.1711963681025002,8.0,1.5231710813334085,78.0,0.0307209007441998,88.0,0.0,30.0,0.0703787792187477,79.0,0.0288095288647317,6.0,,,,,,,24.2339014706252,67.0,7,50.857142857142854,53.0,Average
Sheff G,Y,Hip-Hop & Rap,0.03882609859670336,74.0,0.48906332035078826,63.0,-0.00187872000969946,17.0,-0.00210452009923756,3.0,0.0256842774780623,42.0,0.0908669833729216,39.0,0.77,88.0,3.87,51.0,25.3613586596273,70.0,24.4720365515029,60.0,10,50.7,53.0,Average
The Kid LAROI,Y,Pop,-0.10486334452629371,16.0,0.3759409448016939,56.0,-0.00495387986302376,2.0,0.0,30.0,0.0346313413570843,54.0,0.0900785743824956,38.0,0.68,66.0,5.92,76.0,21.9918072327623,88.0,20.1551380617217,78.0,10,50.4,52.0,Average
Yebba,Y,R&B,0.5084862157316188,96.0,-0.05827236860365986,31.0,0.0028967100661248,62.0,0.00733945006504655,66.0,0.0466964568692993,66.0,0.0628666297731046,20.0,0.55,25.0,6.22,79.0,30.2351252504955,46.0,31.8182548772521,10.0,10,50.1,52.0,Average
Lancey Foux,Y,Hip-Hop & Rap,-0.04023762201257062,35.0,,,0.00264584994874895,61.0,-0.00394217995926738,1.0,0.0787941665389467,83.0,0.115582220719959,63.0,0.77,88.0,2.17,11.0,23.047255038221,79.0,25.6231098525623,27.0,9,49.77777777777778,52.0,Average
DJ Suzy,N,Dance & Electronic,-0.1651721465736743,8.0,0.7348806458347832,69.0,0.0081566097214818,74.0,0.00506511982530355,61.0,0.0575394925801819,75.0,0.0826010544815466,33.0,,,,,,,25.646722018011,26.0,7,49.42857142857143,51.0,Average
21 Savage,Y,Hip-Hop & Rap,-0.038801018009482324,36.0,,,-0.00191714998800308,16.0,0.0,30.0,0.0193846175173083,33.0,0.106694902558934,52.0,0.67,64.0,5.05,67.0,22.1251838687941,84.0,24.3921708724531,64.0,9,49.55555555555556,51.0,Average
Bruses,N,Latin,-0.058372543498688846,28.0,-0.10325513059087055,29.0,-2.75190996035235e-05,40.0,0.0,30.0,0.0306824965439236,49.0,0.144131240323114,82.0,,,,,,,19.9579904840578,89.0,7,49.57142857142857,51.0,Average
Kenny Mason,Y,Hip-Hop & Rap,-0.17881339067594085,7.0,0.12971879398855843,43.0,-0.00304157007485628,8.0,0.0,30.0,0.036146683318558,56.0,0.115425370874962,63.0,0.79,93.0,5.05,67.0,27.4935514877526,63.0,24.4158641942879,62.0,10,49.2,50.0,Average
Madison Beer,Y,Pop,-0.2906204486039031,4.0,0.9777149191254301,73.0,0.000440213014371693,45.0,0.0,30.0,0.0222349838964577,38.0,0.0794274952919021,31.0,0.58,32.0,6.6,82.0,21.9350487064346,88.0,24.2243939828408,67.0,10,49.0,50.0,Average
Anderson.Paak,N,R&B,,,,,0.00513614993542433,67.0,0.00638421019539237,65.0,0.0178965648583153,32.0,0.110887569627675,56.0,,,,,,,26.008347245409,23.0,5,48.6,49.0,Modest
Tyler ICU,Y,Afrobeats,0.014905060370361047,64.0,,,0.00230425992049277,59.0,-0.000511421996634454,8.0,0.00881016448647812,21.0,0.147313630555328,83.0,0.69,69.0,2.53,21.0,28.3082552023782,52.0,24.5130384261716,59.0,9,48.44444444444444,49.0,Modest
NAO,N,R&B,0.07601670528402411,85.0,,,-0.00116927002090961,27.0,0.0028943601064384,56.0,0.253508450024143,98.0,0.0252296922852559,5.0,,,,,,,28.0301350123735,21.0,6,48.666666666666664,49.0,Modest
A$AP Rocky,Y,Hip-Hop & Rap,-0.150636696051353,9.0,0.4312018096276819,60.0,-0.000935497984755784,30.0,0.0,30.0,0.0122070578845618,28.0,0.1280086047941,71.0,0.59,35.0,7.07,86.0,22.2428465322063,83.0,24.7284109868207,51.0,10,48.3,48.0,Modest
Young Nudy,Y,Hip-Hop & Rap,-0.0066537203056464544,54.0,-0.22089058067851297,18.0,-0.000810411002021283,33.0,0.0232558008283377,83.0,0.0442853796750311,65.0,0.0149956398082656,4.0,0.71,74.0,3.78,47.0,25.4345650173448,68.0,25.0965659188923,38.0,10,48.4,48.0,Modest
dhruv,N,Pop,-0.05170250327688593,30.0,,,-0.00344999996013939,5.0,0.0,30.0,0.0584167943828635,76.0,0.111909114651345,59.0,,,,,,,19.95544298129,90.0,6,48.333333333333336,48.0,Modest
Benson Boone,N,Pop,-0.051840304969689645,29.0,-0.1297312387337214,26.0,0.000181687995791435,44.0,0.0,30.0,0.0392187185619136,60.0,0.112869527367696,61.0,,,,,,,19.9861557931486,88.0,7,48.285714285714285,47.0,Modest
Halsey,Y,Pop,-0.03018937902656544,40.0,-0.46659161354465173,11.0,-0.00163370999507606,20.0,0.0,30.0,0.0119689822857324,27.0,0.11373618078985,61.0,0.84,97.0,4.37,61.0,28.0311972840438,53.0,20.0915894511761,82.0,10,48.2,47.0,Modest
Kali Uchis,N,R&B,-0.06757847175406623,26.0,1.3011921514966878,76.0,-0.00010073599696625,39.0,0.0,30.0,0.151031720828984,94.0,0.0724627994955864,27.0,,,,,,,24.8877571559071,46.0,7,48.285714285714285,47.0,Modest
Lil Baby,N,Hip-Hop & Rap,0.018590422221106916,68.0,-0.12840479626321144,27.0,-0.00110602995846421,29.0,0.0178571008145809,79.0,0.0,3.0,0.139039851608215,77.0,,,,,,,24.6790298196846,52.0,7,47.857142857142854,46.0,Modest
Hello Yello,Y,Pop,-0.3030823418087511,3.0,,,,,,,0.0469587141506461,67.0,,,0.74,81.0,2.28,15.0,25.5057851239669,68.0,24.5978393070116,54.0,6,48.0,46.0,Modest
Chloe Qisha,Y,Pop,-0.3584478136723318,2.0,0.236965602631143,50.0,0.0705661997199059,95.0,0.0386473014950752,88.0,0.0366323907455013,57.0,0.00478100721447739,2.0,0.45,6.0,5.48,72.0,33.9413835378658,36.0,24.2007040366152,68.0,10,47.6,46.0,Modest
Amy Shark,Y,Pop,0.34787213322296345,94.0,,,0.0342701002955437,90.0,0.0113636003807187,73.0,0.0269009134516441,45.0,0.0420279012454341,12.0,0.68,66.0,3.06,31.0,39.1337257825093,10.0,32.543123485315,7.0,9,47.55555555555556,45.0,Modest
